,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Converted_y_N
6804,4.0,2.0,0.17647058823529416,0.028785982478097626,0.1794871794871795,1.0,3.0,8.0,0.7058823529411766,0.1151439299123905,0.717948717948718,4.0,12.0,0.3529411764705883,0.05757196495619525,0.358974358974359,2.0,6.0,0.0050798792608407585,0.031674208144796386,0.17647058823529416,0.5294117647058825,0.0051667148037611126,0.028785982478097626,0.08635794743429287,0.1794871794871795,0.5384615384615384,3.0,0
2462,4.0,4.0,0.627450980392157,0.24906132665832292,0.9999999999999999,1.0,5.0,16.0,2.509803921568628,0.9962453066332917,3.9999999999999996,4.0,20.0,2.509803921568628,0.9962453066332917,3.9999999999999996,4.0,20.0,0.15627377358953598,0.6274509803921569,0.627450980392157,3.1372549019607847,0.2490613266583229,0.24906132665832292,1.2453066332916145,0.9999999999999999,4.999999999999999,5.0,1
5793,5.0,2.0,0.21568627450980393,0.01376720901126408,0.07692307692307693,0.0,3.0,10.0,1.0784313725490198,0.0688360450563204,0.38461538461538464,0.0,15.0,0.43137254901960786,0.02753441802252816,0.15384615384615385,0.0,6.0,0.002969398022037351,0.016591251885369532,0.0,0.6470588235294118,0.0010590160777895446,0.0,0.04130162703379224,0.0,0.23076923076923078,0.0,0
7508,3.0,2.0,0.6470588235294118,0.2991239048811014,0.3846153846153846,1.0,5.0,6.0,1.9411764705882355,0.8973717146433042,1.1538461538461537,3.0,15.0,1.2941176470588236,0.5982478097622028,0.7692307692307692,2.0,10.0,0.19355076198188917,0.248868778280543,0.6470588235294118,3.235294117647059,0.11504765572350054,0.2991239048811014,1.495619524405507,0.3846153846153846,1.923076923076923,5.0,0
6381,5.0,2.0,0.23529411764705888,0.05882352941176471,0.3846153846153846,1.0,3.0,10.0,1.1764705882352944,0.29411764705882354,1.923076923076923,5.0,15.0,0.47058823529411775,0.11764705882352942,0.7692307692307692,2.0,6.0,0.013840830449826994,0.0904977375565611,0.23529411764705888,0.7058823529411766,0.02262443438914027,0.05882352941176471,0.17647058823529413,0.3846153846153846,1.1538461538461537,3.0,0
8470,4.0,2.0,0.0980392156862745,0.0012515644555694619,0.02564102564102564,1.0,2.0,8.0,0.392156862745098,0.0050062578222778474,0.10256410256410256,4.0,8.0,0.196078431372549,0.0025031289111389237,0.05128205128205128,2.0,4.0,0.00012270239760484917,0.0025138260432378073,0.0980392156862745,0.196078431372549,3.2091396296652864e-05,0.0012515644555694619,0.0025031289111389237,0.02564102564102564,0.05128205128205128,2.0,0
6774,4.0,2.0,0.5294117647058824,0.03879849812265332,0.1794871794871795,1.0,4.0,8.0,2.1176470588235294,0.15519399249061328,0.717948717948718,4.0,16.0,1.0588235294117647,0.07759699624530664,0.358974358974359,2.0,8.0,0.020540381359051757,0.09502262443438914,0.5294117647058824,2.1176470588235294,0.0069638329963736725,0.03879849812265332,0.15519399249061328,0.1794871794871795,0.717948717948718,4.0,1
1977,5.0,3.0,0.27450980392156865,0.002503128911138924,0.0,0.0,3.0,15.0,1.3725490196078431,0.012515644555694622,0.0,0.0,15.0,0.823529411764706,0.0075093867334167725,0.0,0.0,9.0,0.0006871334265871557,0.0,0.0,0.823529411764706,0.0,0.0,0.0075093867334167725,0.0,0.0,0.0,1
916,2.0,1.0,0.3529411764705882,0.08886107634543179,0.1794871794871795,1.0,3.0,2.0,0.7058823529411764,0.17772215269086358,0.358974358974359,2.0,6.0,0.3529411764705882,0.08886107634543179,0.1794871794871795,1.0,3.0,0.03136273282779945,0.06334841628959276,0.3529411764705882,1.0588235294117645,0.015949423959436475,0.08886107634543179,0.2665832290362954,0.1794871794871795,0.5384615384615384,3.0,1
2983,3.0,1.0,0.27450980392156865,0.2690863579474343,0.5897435897435898,1.0,3.0,3.0,0.823529411764706,0.8072590738423029,1.7692307692307692,3.0,9.0,0.27450980392156865,0.2690863579474343,0.5897435897435898,1.0,3.0,0.07386684335811923,0.16189039718451484,0.27450980392156865,0.823529411764706,0.15869195468694844,0.2690863579474343,0.8072590738423029,0.5897435897435898,1.7692307692307692,3.0,0
217,5.0,2.0,0.23529411764705888,0.002503128911138924,0.0,0.0,3.0,10.0,1.1764705882352944,0.012515644555694622,0.0,0.0,15.0,0.47058823529411775,0.005006257822277848,0.0,0.0,6.0,0.0005889715085032764,0.0,0.0,0.7058823529411766,0.0,0.0,0.0075093867334167725,0.0,0.0,0.0,0
1625,4.0,2.0,0.4509803921568628,0.01877346683354193,0.07692307692307693,0.0,4.0,8.0,1.8039215686274512,0.07509386733416772,0.3076923076923077,0.0,16.0,0.9019607843137256,0.03754693366708386,0.15384615384615385,0.0,8.0,0.008466465434734597,0.03469079939668176,0.0,1.8039215686274512,0.0014441128333493793,0.0,0.07509386733416772,0.0,0.3076923076923077,0.0,0
9294,5.0,1.0,0.2941176470588235,0.08886107634543179,0.5897435897435898,1.0,3.0,5.0,1.4705882352941173,0.44430538172715894,2.948717948717949,5.0,15.0,0.2941176470588235,0.08886107634543179,0.5897435897435898,1.0,3.0,0.026135610689832875,0.17345399698340871,0.2941176470588235,0.8823529411764705,0.052405250152434135,0.08886107634543179,0.2665832290362954,0.5897435897435898,1.7692307692307692,3.0,0
4313,4.0,1.0,0.9411764705882354,0.03879849812265332,0.1794871794871795,0.0,6.0,4.0,3.7647058823529416,0.15519399249061328,0.717948717948718,0.0,24.0,0.9411764705882354,0.03879849812265332,0.1794871794871795,0.0,6.0,0.03651623352720313,0.1689291101055807,0.0,5.647058823529412,0.0069638329963736725,0.0,0.2327909887359199,0.0,1.0769230769230769,0.0,0
6293,3.0,2.0,0.11764705882352944,0.01376720901126408,0.07692307692307693,0.0,2.0,6.0,0.3529411764705883,0.04130162703379224,0.23076923076923078,0.0,6.0,0.23529411764705888,0.02753441802252816,0.15384615384615385,0.0,4.0,0.00161967164838401,0.009049773755656111,0.0,0.23529411764705888,0.0010590160777895446,0.0,0.02753441802252816,0.0,0.15384615384615385,0.0,0
3320,5.0,1.0,0.05882352941176472,0.0012515644555694619,0.02564102564102564,1.0,2.0,5.0,0.2941176470588236,0.006257822277847309,0.1282051282051282,5.0,10.0,0.05882352941176472,0.0012515644555694619,0.02564102564102564,1.0,2.0,7.362143856290953e-05,0.001508295625942685,0.05882352941176472,0.11764705882352944,3.2091396296652864e-05,0.0012515644555694619,0.0025031289111389237,0.02564102564102564,0.05128205128205128,2.0,0
2617,4.0,4.0,0.47058823529411764,0.03879849812265332,0.1794871794871795,1.0,4.0,16.0,1.8823529411764706,0.15519399249061328,0.717948717948718,4.0,16.0,1.8823529411764706,0.15519399249061328,0.717948717948718,4.0,16.0,0.018258116763601562,0.08446455505279035,0.47058823529411764,1.8823529411764706,0.0069638329963736725,0.03879849812265332,0.15519399249061328,0.1794871794871795,0.717948717948718,4.0,1
9028,3.0,1.0,0.47058823529411764,0.05882352941176471,0.07692307692307693,0.0,4.0,3.0,1.4117647058823528,0.17647058823529413,0.23076923076923078,0.0,12.0,0.47058823529411764,0.05882352941176471,0.07692307692307693,0.0,4.0,0.02768166089965398,0.03619909502262444,0.0,1.8823529411764706,0.004524886877828055,0.0,0.23529411764705885,0.0,0.3076923076923077,0.0,0
4160,4.0,1.0,0.3137254901960784,0.11889862327909888,0.7948717948717948,1.0,3.0,4.0,1.2549019607843137,0.4755944931163955,3.1794871794871793,4.0,12.0,0.3137254901960784,0.11889862327909888,0.7948717948717948,1.0,3.0,0.03730152887187416,0.24937154348919052,0.3137254901960784,0.9411764705882353,0.0945091620936427,0.11889862327909888,0.3566958698372966,0.7948717948717948,2.3846153846153846,3.0,0
4425,5.0,1.0,0.13725490196078438,0.0012515644555694619,0.02564102564102564,1.0,2.0,5.0,0.6862745098039219,0.006257822277847309,0.1282051282051282,5.0,10.0,0.13725490196078438,0.0012515644555694619,0.02564102564102564,1.0,2.0,0.00017178335664678896,0.003519356460532933,0.13725490196078438,0.27450980392156876,3.2091396296652864e-05,0.0012515644555694619,0.0025031289111389237,0.02564102564102564,0.05128205128205128,2.0,0
8475,4.0,2.0,0.7254901960784313,0.07384230287859825,0.28205128205128205,0.0,5.0,8.0,2.9019607843137254,0.295369211514393,1.1282051282051282,0.0,20.0,1.4509803921568627,0.1476846057571965,0.5641025641025641,0.0,10.0,0.05357186679427716,0.20462543991955756,0.0,3.627450980392157,0.02082731619652771,0.0,0.36921151439299127,0.0,1.4102564102564101,0.0,1
5387,4.0,2.0,0.019607843137254943,0.003754693366708386,0.07692307692307693,0.0,2.0,8.0,0.07843137254901977,0.015018773466833543,0.3076923076923077,0.0,8.0,0.03921568627450989,0.007509386733416772,0.15384615384615385,0.0,4.0,7.362143856290968e-05,0.001508295625942688,0.0,0.03921568627450989,0.00028882256666987584,0.0,0.007509386733416772,0.0,0.15384615384615385,0.0,0
3461,5.0,1.0,0.27450980392156865,0.01376720901126408,0.07692307692307693,0.0,3.0,5.0,1.3725490196078431,0.0688360450563204,0.38461538461538464,0.0,15.0,0.27450980392156865,0.01376720901126408,0.07692307692307693,0.0,3.0,0.003779233846229356,0.021116138763197588,0.0,0.823529411764706,0.0010590160777895446,0.0,0.04130162703379224,0.0,0.23076923076923078,0.0,0
9716,6.0,3.0,0.3529411764705882,0.05882352941176471,0.3846153846153846,1.0,3.0,18.0,2.117647058823529,0.35294117647058826,2.3076923076923075,6.0,18.0,1.0588235294117645,0.17647058823529413,1.1538461538461537,3.0,9.0,0.020761245674740483,0.1357466063348416,0.3529411764705882,1.0588235294117645,0.02262443438914027,0.05882352941176471,0.17647058823529413,0.3846153846153846,1.1538461538461537,3.0,1
7491,4.0,2.0,0.37254901960784315,0.01877346683354193,0.07692307692307693,0.0,4.0,8.0,1.4901960784313726,0.07509386733416772,0.3076923076923077,0.0,16.0,0.7450980392156863,0.03754693366708386,0.15384615384615385,0.0,8.0,0.006994036663476405,0.028657616892911013,0.0,1.4901960784313726,0.0014441128333493793,0.0,0.07509386733416772,0.0,0.3076923076923077,0.0,0
5105,4.0,1.0,0.5882352941176471,0.023779724655819776,0.07692307692307693,0.0,5.0,4.0,2.3529411764705883,0.0951188986232791,0.3076923076923077,0.0,20.0,0.5882352941176471,0.023779724655819776,0.07692307692307693,0.0,5.0,0.01398807332695281,0.04524886877828055,0.0,2.9411764705882355,0.0018292095889092135,0.0,0.11889862327909888,0.0,0.38461538461538464,0.0,1
6638,5.0,1.0,0.2941176470588235,0.14893617021276598,0.9999999999999999,1.0,3.0,5.0,1.4705882352941173,0.7446808510638299,4.999999999999999,5.0,15.0,0.2941176470588235,0.14893617021276598,0.9999999999999999,1.0,3.0,0.04380475594493116,0.29411764705882343,0.2941176470588235,0.8823529411764705,0.14893617021276595,0.14893617021276598,0.44680851063829796,0.9999999999999999,2.9999999999999996,3.0,0
3519,4.0,1.0,0.3921568627450981,0.01877346683354193,0.07692307692307693,0.0,4.0,4.0,1.5686274509803924,0.07509386733416772,0.3076923076923077,0.0,16.0,0.3921568627450981,0.01877346683354193,0.07692307692307693,0.0,4.0,0.007362143856290954,0.0301659125188537,0.0,1.5686274509803924,0.0014441128333493793,0.0,0.07509386733416772,0.0,0.3076923076923077,0.0,1
514,4.0,1.0,0.5882352941176471,0.14893617021276598,0.5897435897435898,1.0,5.0,4.0,2.3529411764705883,0.5957446808510639,2.358974358974359,4.0,20.0,0.5882352941176471,0.14893617021276598,0.5897435897435898,1.0,5.0,0.08760951188986234,0.34690799396681754,0.5882352941176471,2.9411764705882355,0.08783415166393892,0.14893617021276598,0.7446808510638299,0.5897435897435898,2.948717948717949,5.0,1
6085,2.0,1.0,0.47058823529411764,0.23904881101376724,0.3846153846153846,0.0,4.0,2.0,0.9411764705882353,0.4780976220275345,0.7692307692307692,0.0,8.0,0.47058823529411764,0.23904881101376724,0.3846153846153846,0.0,4.0,0.11249355812412576,0.18099547511312214,0.0,1.8823529411764706,0.09194185038991047,0.0,0.956195244055069,0.0,1.5384615384615383,0.0,1
1277,5.0,2.0,0.4117647058823529,0.03879849812265332,0.1794871794871795,1.0,4.0,10.0,2.0588235294117645,0.1939924906132666,0.8974358974358975,5.0,20.0,0.8235294117647058,0.07759699624530664,0.358974358974359,2.0,8.0,0.015975852168151367,0.07390648567119155,0.4117647058823529,1.6470588235294117,0.0069638329963736725,0.03879849812265332,0.15519399249061328,0.1794871794871795,0.717948717948718,4.0,0
6747,3.0,1.0,0.2549019607843137,0.13391739674593242,0.28205128205128205,0.0,3.0,3.0,0.7647058823529411,0.4017521902377973,0.8461538461538461,0.0,9.0,0.2549019607843137,0.13391739674593242,0.28205128205128205,0.0,3.0,0.03413580701366905,0.0718954248366013,0.0,0.7647058823529411,0.03777157344116042,0.0,0.4017521902377973,0.0,0.8461538461538461,0.0,0
1848,3.0,1.0,0.27450980392156865,0.06633291614518147,0.12820512820512822,1.0,3.0,3.0,0.823529411764706,0.1989987484355444,0.3846153846153847,3.0,9.0,0.27450980392156865,0.06633291614518147,0.12820512820512822,1.0,3.0,0.018209035804559622,0.03519356460532932,0.27450980392156865,0.823529411764706,0.00850422001861301,0.06633291614518147,0.1989987484355444,0.12820512820512822,0.3846153846153847,3.0,0
5710,5.0,2.0,0.2549019607843137,0.010012515644555695,0.05128205128205129,0.0,3.0,10.0,1.2745098039215685,0.05006257822277847,0.25641025641025644,0.0,15.0,0.5098039215686274,0.02002503128911139,0.10256410256410257,0.0,6.0,0.0025522098701808633,0.013071895424836602,0.0,0.7647058823529411,0.0005134623407464459,0.0,0.030037546933667086,0.0,0.15384615384615385,0.0,0
3025,5.0,2.0,0.3529411764705882,0.028785982478097626,0.1794871794871795,1.0,3.0,10.0,1.7647058823529411,0.14392991239048814,0.8974358974358975,5.0,15.0,0.7058823529411764,0.05757196495619525,0.358974358974359,2.0,6.0,0.010159758521681514,0.06334841628959276,0.3529411764705882,1.0588235294117645,0.0051667148037611126,0.028785982478097626,0.08635794743429287,0.1794871794871795,0.5384615384615384,3.0,0
5951,5.0,2.0,0.3921568627450981,0.008760951188986232,0.02564102564102564,1.0,4.0,10.0,1.9607843137254903,0.04380475594493116,0.1282051282051282,5.0,20.0,0.7843137254901962,0.017521902377972465,0.05128205128205128,2.0,8.0,0.0034356671329357777,0.010055304172951232,0.3921568627450981,1.5686274509803924,0.00022463977407657004,0.008760951188986232,0.03504380475594493,0.02564102564102564,0.10256410256410256,4.0,0
8831,3.0,1.0,0.3921568627450981,0.05882352941176471,0.07692307692307693,0.0,4.0,3.0,1.1764705882352944,0.17647058823529413,0.23076923076923078,0.0,12.0,0.3921568627450981,0.05882352941176471,0.07692307692307693,0.0,4.0,0.023068050749711654,0.0301659125188537,0.0,1.5686274509803924,0.004524886877828055,0.0,0.23529411764705885,0.0,0.3076923076923077,0.0,0
685,4.0,1.0,0.4117647058823529,0.023779724655819776,0.10256410256410256,0.0,4.0,4.0,1.6470588235294117,0.0951188986232791,0.41025641025641024,0.0,16.0,0.4117647058823529,0.023779724655819776,0.10256410256410256,0.0,4.0,0.009791651328866965,0.04223227752639517,0.0,1.6470588235294117,0.0024389461185456178,0.0,0.0951188986232791,0.0,0.41025641025641024,0.0,1
9348,4.0,1.0,0.2549019607843137,0.002503128911138924,0.0,0.0,3.0,4.0,1.0196078431372548,0.010012515644555697,0.0,0.0,12.0,0.2549019607843137,0.002503128911138924,0.0,0.0,3.0,0.0006380524675452159,0.0,0.0,0.7647058823529411,0.0,0.0,0.0075093867334167725,0.0,0.0,0.0,0
6080,4.0,1.0,0.4117647058823529,0.003754693366708386,0.0,0.0,4.0,4.0,1.6470588235294117,0.015018773466833543,0.0,0.0,16.0,0.4117647058823529,0.003754693366708386,0.0,0.0,4.0,0.0015460502098211,0.0,0.0,1.6470588235294117,0.0,0.0,0.015018773466833543,0.0,0.0,0.0,1
3148,4.0,2.0,0.3529411764705882,0.08886107634543179,0.5897435897435898,1.0,3.0,8.0,1.4117647058823528,0.35544430538172717,2.358974358974359,4.0,12.0,0.7058823529411764,0.17772215269086358,1.1794871794871795,2.0,6.0,0.03136273282779945,0.20814479638009048,0.3529411764705882,1.0588235294117645,0.052405250152434135,0.08886107634543179,0.2665832290362954,0.5897435897435898,1.7692307692307692,3.0,1
2643,4.0,1.0,0.11764705882352944,0.04881101376720901,0.9999999999999999,1.0,2.0,4.0,0.47058823529411775,0.19524405506883605,3.9999999999999996,4.0,8.0,0.11764705882352944,0.04881101376720901,0.9999999999999999,1.0,2.0,0.005742472207906944,0.11764705882352942,0.11764705882352944,0.23529411764705888,0.048811013767209005,0.04881101376720901,0.09762202753441802,0.9999999999999999,1.9999999999999998,2.0,0
7751,5.0,2.0,0.3529411764705882,0.002503128911138924,0.0,0.0,3.0,10.0,1.7647058823529411,0.012515644555694622,0.0,0.0,15.0,0.7058823529411764,0.005006257822277848,0.0,0.0,6.0,0.0008834572627549143,0.0,0.0,1.0588235294117645,0.0,0.0,0.0075093867334167725,0.0,0.0,0.0,0
9157,5.0,2.0,0.21568627450980393,0.021276595744680854,0.12820512820512822,1.0,3.0,10.0,1.0784313725490198,0.10638297872340427,0.6410256410256411,5.0,15.0,0.43137254901960786,0.04255319148936171,0.25641025641025644,2.0,6.0,0.004589069670421361,0.027652086475615893,0.21568627450980393,0.6470588235294118,0.0027277686852154944,0.021276595744680854,0.06382978723404256,0.12820512820512822,0.3846153846153847,3.0,0
3833,4.0,2.0,0.33333333333333337,0.021276595744680854,0.12820512820512822,1.0,3.0,8.0,1.3333333333333335,0.08510638297872342,0.5128205128205129,4.0,12.0,0.6666666666666667,0.04255319148936171,0.25641025641025644,2.0,6.0,0.007092198581560285,0.04273504273504274,0.33333333333333337,1.0,0.0027277686852154944,0.021276595744680854,0.06382978723404256,0.12820512820512822,0.3846153846153847,3.0,0
3032,2.0,3.0,0.47058823529411764,0.05882352941176471,0.07692307692307693,0.0,4.0,6.0,0.9411764705882353,0.11764705882352942,0.15384615384615385,0.0,8.0,1.4117647058823528,0.17647058823529413,0.23076923076923078,0.0,12.0,0.02768166089965398,0.03619909502262444,0.0,1.8823529411764706,0.004524886877828055,0.0,0.23529411764705885,0.0,0.3076923076923077,0.0,1
7830,3.0,2.0,0.23529411764705888,0.08886107634543179,0.1794871794871795,1.0,3.0,6.0,0.7058823529411766,0.2665832290362954,0.5384615384615384,3.0,9.0,0.47058823529411775,0.17772215269086358,0.358974358974359,2.0,6.0,0.02090848855186631,0.04223227752639518,0.23529411764705888,0.7058823529411766,0.015949423959436475,0.08886107634543179,0.2665832290362954,0.1794871794871795,0.5384615384615384,3.0,0
6264,4.0,2.0,0.4509803921568628,0.003754693366708386,0.0,0.0,4.0,8.0,1.8039215686274512,0.015018773466833543,0.0,0.0,16.0,0.9019607843137256,0.007509386733416772,0.0,0.0,8.0,0.0016932930869469193,0.0,0.0,1.8039215686274512,0.0,0.0,0.015018773466833543,0.0,0.0,0.0,0
5797,4.0,2.0,0.3137254901960784,0.002503128911138924,0.0,0.0,3.0,8.0,1.2549019607843137,0.010012515644555697,0.0,0.0,12.0,0.6274509803921569,0.005006257822277848,0.0,0.0,6.0,0.000785295344671035,0.0,0.0,0.9411764705882353,0.0,0.0,0.0075093867334167725,0.0,0.0,0.0,0
5929,4.0,2.0,0.21568627450980393,0.028785982478097626,0.1794871794871795,1.0,3.0,8.0,0.8627450980392157,0.1151439299123905,0.717948717948718,4.0,12.0,0.43137254901960786,0.05757196495619525,0.358974358974359,2.0,6.0,0.00620874131880537,0.038712921065862244,0.21568627450980393,0.6470588235294118,0.0051667148037611126,0.028785982478097626,0.08635794743429287,0.1794871794871795,0.5384615384615384,3.0,0
9449,4.0,2.0,0.13725490196078438,0.01877346683354193,0.3846153846153846,1.0,2.0,8.0,0.5490196078431375,0.07509386733416772,1.5384615384615383,4.0,8.0,0.27450980392156876,0.03754693366708386,0.7692307692307692,2.0,4.0,0.002576750349701835,0.05279034690799399,0.13725490196078438,0.27450980392156876,0.007220564166746895,0.01877346683354193,0.03754693366708386,0.3846153846153846,0.7692307692307692,2.0,0
3757,3.0,1.0,0.47058823529411764,0.05882352941176471,0.07692307692307693,0.0,4.0,3.0,1.4117647058823528,0.17647058823529413,0.23076923076923078,0.0,12.0,0.47058823529411764,0.05882352941176471,0.07692307692307693,0.0,4.0,0.02768166089965398,0.03619909502262444,0.0,1.8823529411764706,0.004524886877828055,0.0,0.23529411764705885,0.0,0.3076923076923077,0.0,0
2020,4.0,1.0,0.17647058823529416,0.01376720901126408,0.07692307692307693,0.0,3.0,4.0,0.7058823529411766,0.05506883604505632,0.3076923076923077,0.0,12.0,0.17647058823529416,0.01376720901126408,0.07692307692307693,0.0,3.0,0.002429507472576015,0.013574660633484167,0.0,0.5294117647058825,0.0010590160777895446,0.0,0.04130162703379224,0.0,0.23076923076923078,0.0,0
7042,3.0,2.0,0.4509803921568628,0.01376720901126408,0.0,0.0,4.0,6.0,1.3529411764705883,0.04130162703379224,0.0,0.0,12.0,0.9019607843137256,0.02753441802252816,0.0,0.0,8.0,0.00620874131880537,0.0,0.0,1.8039215686274512,0.0,0.0,0.05506883604505632,0.0,0.0,0.0,0
6165,4.0,3.0,0.3921568627450981,0.03879849812265332,0.1794871794871795,1.0,4.0,12.0,1.5686274509803924,0.15519399249061328,0.717948717948718,4.0,16.0,1.1764705882352944,0.11639549436795996,0.5384615384615384,3.0,12.0,0.015215097303001303,0.07038712921065864,0.3921568627450981,1.5686274509803924,0.0069638329963736725,0.03879849812265332,0.15519399249061328,0.1794871794871795,0.717948717948718,4.0,1
7089,4.0,2.0,0.5294117647058824,0.03879849812265332,0.1794871794871795,1.0,4.0,8.0,2.1176470588235294,0.15519399249061328,0.717948717948718,4.0,16.0,1.0588235294117647,0.07759699624530664,0.358974358974359,2.0,8.0,0.020540381359051757,0.09502262443438914,0.5294117647058824,2.1176470588235294,0.0069638329963736725,0.03879849812265332,0.15519399249061328,0.1794871794871795,0.717948717948718,4.0,0
2554,5.0,1.0,0.17647058823529416,0.010012515644555695,0.05128205128205129,0.0,3.0,5.0,0.8823529411764708,0.05006257822277847,0.25641025641025644,0.0,15.0,0.17647058823529416,0.010012515644555695,0.05128205128205129,0.0,3.0,0.0017669145255098289,0.009049773755656111,0.0,0.5294117647058825,0.0005134623407464459,0.0,0.030037546933667086,0.0,0.15384615384615385,0.0,0
684,3.0,1.0,0.05882352941176472,0.010012515644555695,0.05128205128205129,0.0,2.0,3.0,0.17647058823529416,0.030037546933667086,0.15384615384615385,0.0,6.0,0.05882352941176472,0.010012515644555695,0.05128205128205129,0.0,2.0,0.0005889715085032763,0.0030165912518853705,0.0,0.11764705882352944,0.0005134623407464459,0.0,0.02002503128911139,0.0,0.10256410256410257,0.0,0
